"年別","月份","國家名稱","觀光","小計"
"Years","Months","Countries","Leisure","Subtotals"
"100","9","越南(Vietnam)","211","211"
"100","9","泰國(Thailand)","1251","1251"
"100","9","馬來西亞(Malaysia)","13139","13139"
"100","9","新加坡(Singapore)","12741","12741"
"100","9","菲律賓(Philippines)","1047","1047"
"100","9","汶萊(Brunei)","33","33"
"100","9","印尼(Indonesia)","2010","2010"
"100","9","柬埔寨(Cambodia)","7","7"
"100","9","寮國(Laos)","0","0"
"100","9","帝汶(Timor)","11","11"
"100","9","緬甸(Myanmar)","96","96"
"100","9","索羅門群島(Solomon Islands)","2","2"
"100","9","吐瓦魯(Tuvalu)","0","0"
"100","9","印度(India)","98","98"
"100","9","巴基斯坦(Pakistan)","3","3"
"100","9","斯里蘭卡(Sri Lanka)","1","1"
"100","9","孟加拉(Bangladesh)","6","6"
"100","9","尼泊爾(Nepal)","7","7"
"100","9","不丹(Bhutan )","2","2"
"100","9","馬爾地夫(Maldives)","0","0"
"100","9","塞席爾(Seychelles)","1","1"
"100","9","吉里巴斯(Kiribati)","0","0"
"100","9","伊朗(Iran)","6","6"
"100","9","伊拉克(Iraq)","2","2"
"100","9","巴林(Bahrain)","0","0"
"100","9","南葉門(South Yemen)","0","0"
"100","9","沙烏地阿拉伯(Saudi Arabia)","11","11"
"100","9","科威特(Kuwait)","7","7"
"100","9","卡達(Qatar)","2","2"
"100","9","阿曼(Oman)","1","1"
"100","9","以色列(Israel)","38","38"
"100","9","約旦(Jordan)","1","1"
"100","9","敘利亞(Syria)","3","3"
"100","9","黎巴嫩(Lebanon)","3","3"
"100","9","阿拉伯聯合大公國(United Arab Emirates)","8","8"
"100","9","葉門(Yemen)","0","0"
"100","9","土耳其(TURKEY)","14","14"
"100","9","賽普勒斯(Cyprus)","1","1"
"100","9","阿富汗(觀光)(Afghanistan)","3","3"
"100","9","埃及(Egypt)","3","3"
"100","9","摩洛哥(Morocco)","0","0"
"100","9","阿爾及利亞(Algeria)","0","0"
"100","9","突尼西亞(Tunisia)","0","0"
"100","9","利比亞(Libya
)","0","0"
"100","9","蘇丹(Sudan)","0","0"
"100","9","索馬利亞(Somalia)","0","0"
"100","9","南非(S. Africa)","44","44"
"100","9","象牙海岸(Cote D'ivoire)","1","1"
"100","9","奈及利亞(Nigeria)","3","3"
"100","9","賴比瑞亞(Liberia)","0","0"
"100","9","幾內亞(Guinea)","0","0"
"100","9","安哥拉(Angola)","0","0"
"100","9","剛果共和國(Congo)","0","0"
"100","9","中非共和國(Central African)","0","0"
"100","9","波札那(Botswana)","0","0"
"100","9","喀麥隆(Cameroon)","0","0"
"100","9","查德(Chad)","0","0"
"100","9","衣索匹亞(Ethiopia)","0","0"
"100","9","加彭(Gabon)","1","1"
"100","9","甘比亞(Gambia)","0","0"
"100","9","迦納(Ghana)","1","1"
"100","9","肯亞(Kenya)","1","1"
"100","9","賴索托(Lesotho)","0","0"
"100","9","馬拉加西(Madagascar)","0","0"
"100","9","模里西斯(Mauritius)","4","4"
"100","9","馬利(Mali)","0","0"
"100","9","馬拉威(Malawi)","0","0"
"100","9","莫三鼻克(Mozambique)","0","0"
"100","9","尼日(Niger)","0","0"
"100","9","盧安達(Rwanda)","0","0"
"100","9","塞內加爾(Senegal)","0","0"
"100","9","獅子山(Sierra Leone)","0","0"
"100","9","坦桑尼亞(Tanzania)","1","1"
"100","9","烏干達(Uganda)","0","0"
"100","9","尚比亞(Zambia)","1","1"
"100","9","多哥(Togolese Republic)","0","0"
"100","9","辛巴威(Zimbabwe)","0","0"
"100","9","史瓦濟蘭(Swaziland)","1","1"
"100","9","布吉納法索(Burkina Faso)","0","0"
"100","9","貝南(Benin)","0","0"
"100","9","赤道幾內亞(Equatorial Guinea)","0","0"
"100","9","維德角島(Cape Verde)","0","0"
"100","9","吉布地(Djibouti)","0","0"
"100","9","西撒哈拉(Saharaui)","0","0"
"100","9","幾內亞比索(Guinea Bissau)","0","0"
"100","9","葛摩(Comoros)","0","0"
"100","9","留尼旺(Reunion)","0","0"
"100","9","聖多美及普林西比(Sao Tome & Principe)","0","0"
"100","9","美國(United States of America)","6261","6261"
"100","9","加拿大(Canada)","1749","1749"
"100","9","百慕達(Bermuda)","0","0"
"100","9","墨西哥(Mexico)","19","19"
"100","9","巴拿馬(Panama)","6","6"
"100","9","巴貝多(Barbados)","0","0"
"100","9","巴哈馬(Bahamas)","4","4"
"100","9","古巴(Cuba)","0","0"
"100","9","哥斯達黎加(Costa Rica)","6","6"
"100","9","多明尼加(Dominican Rep.)","5","5"
"100","9","瓜地馬拉(Guatemala)","5","5"
"100","9","宏都拉斯(Honduras)","3","3"
"100","9","海地(Haiti)","0","0"
"100","9","牙買加(Jamaica)","0","0"
"100","9","尼加拉瓜(Nicaragua)","4","4"
"100","9","薩爾瓦多(El Salvador)","0","0"
"100","9","千里達及托貝哥(Trinidad)","0","0"
"100","9","聖文森(Saint Vincent)","0","0"
"100","9","貝里斯(Belize)","0","0"
"100","9","格瑞那達(Grenada)","0","0"
"100","9","聖露西亞(Saint Lucia)","0","0"
"100","9","聖克里斯多福(St. Christopher)","0","0"
"100","9","阿根廷(Argentina)","8","8"
"100","9","巴西(Brazil)","35","35"
"100","9","智利(Chile)","17","17"
"100","9","委內瑞拉(Venezuela)","0","0"
"100","9","玻利維亞(Bolivia)","4","4"
"100","9","哥倫比亞(Colombia)","9","9"
"100","9","厄瓜多爾(Ecuador)","5","5"
"100","9","巴拉圭(Paraguay)","2","2"
"100","9","秘魯(Peru)","7","7"
"100","9","烏拉圭(Uruguay)","0","0"
"100","9","蘇利南(Suriname)","7","7"
"100","9","蓋亞納(Guyana)","0","0"
"100","9","澳洲(Australia)","2050","2050"
"100","9","紐西蘭(New Zealand)","226","226"
"100","9","裴濟(Fiji)","5","5"
"100","9","諾魯(Nauru)","5","5"
"100","9","帛琉(Palau)","1","1"
"100","9","東加(Tonga)","4","4"
"100","9","巴布亞新幾內亞(Papua New Guinea)","0","0"
"100","9","萬那杜(Vanuatu)","0","0"
"100","9","馬紹爾(Marshall)","0","0"
"100","9","大溪地(Tahiti)","1","1"
"100","9","密克羅尼西亞(Micronesian)","0","0"
"100","9","比利時(Belgium)","92","92"
"100","9","法國(France)","448","448"
"100","9","德國(Germany)","708","708"
"100","9","義大利(Italy)","120","120"
"100","9","荷蘭(Netherlands)","277","277"
"100","9","英國(U.K.)","901","901"
"100","9","西班牙(Spain)","100","100"
"100","9","瑞典(Sweden)","76","76"
"100","9","瑞士(Switzerland)","120","120"
"100","9","挪威(Norway)","38","38"
"100","9","丹麥(Denmark)","43","43"
"100","9","愛爾蘭(Ireland)","37","37"
"100","9","冰島(Iceland)","2","2"
"100","9","葡萄牙(Portugal)","247","247"
"100","9","芬蘭(Finland)","37","37"
"100","9","奧地利(Austria)","127","127"
"100","9","南斯拉夫(Yugoslavia)","0","0"
"100","9","希臘(Greece)","4","4"
"100","9","馬爾他(Malta)","0","0"
"100","9","盧森堡(Luxembourg)","8","8"
"100","9","摩納哥(Monaco)","0","0"
"100","9","安道爾(Andorra)","0","0"
"100","9","列支敦斯登(Liechtenstein)","1","1"
"100","9","白俄羅斯(Belarus)","0","0"
"100","9","烏克蘭(Ukraine )","2","2"
"100","9","教廷(Holy See)","0","0"
"100","9","克羅埃西亞(Croatia)","6","6"
"100","9","波士尼亞(Bosnia)","0","0"
"100","9","愛沙尼亞(Estonia)","6","6"
"100","9","立陶宛(Lithuania)","6","6"
"100","9","拉脫維亞(Latvia)","3","3"
"100","9","馬其頓(Macedonia)","0","0"
"100","9","斯洛凡尼亞(Slovenia)","8","8"
"100","9","斯洛伐克(Slovakia)","18","18"
"100","9","俄羅斯(Russian Federation)","45","45"
"100","9","東德(German Democratic)","0","0"
"100","9","波蘭(Poland)","60","60"
"100","9","捷克(Czech)","75","75"
"100","9","匈牙利(Hungary)","10","10"
"100","9","阿爾巴尼亞(Albania)","0","0"
"100","9","羅馬尼亞(Romania)","8","8"
"100","9","保加利亞(Bulgaria)","6","6"
"100","9","摩爾多瓦(Moldova)","0","0"
"100","9","聖馬利諾(San Marino)","0","0"
"100","10","日本(Japan)","79515","79515"
"100","10","韓國(Korea)","9479","9479"
"100","10","北韓(Democratic People's Republic of Korea)","0","0"
"100","10","香港(Hong Kong)","38315","38315"
"100","10","中國大陸(Mainland China)","115625","115625"
"100","10","澳門(Macao)","2486","2486"
"100","10","蒙古(Mongolia)","2","2"
"100","10","越南(Vietnam)","615","615"
"100","10","泰國(Thailand)","2801","2801"
"100","10","馬來西亞(Malaysia)","19873","19873"
"100","10","新加坡(Singapore)","17371","17371"
"100","10","菲律賓(Philippines)","2700","2700"
"100","10","汶萊(Brunei)","99","99"
"100","10","印尼(Indonesia)","4830","4830"
"100","10","柬埔寨(Cambodia)","21","21"
"100","10","寮國(Laos)","0","0"
"100","10","帝汶(Timor)","9","9"
"100","10","緬甸(Myanmar)","236","236"
"100","10","索羅門群島(Solomon Islands)","0","0"
"100","10","吐瓦魯(Tuvalu)","0","0"
"100","10","印度(India)","96","96"
"100","10","巴基斯坦(Pakistan)","2","2"
"100","10","斯里蘭卡(Sri Lanka)","2","2"
"100","10","孟加拉(Bangladesh)","6","6"
"100","10","尼泊爾(Nepal)","1","1"
"100","10","不丹(Bhutan )","1","1"
"100","10","馬爾地夫(Maldives)","1","1"
"100","10","塞席爾(Seychelles)","0","0"
"100","10","吉里巴斯(Kiribati)","0","0"
"100","10","伊朗(Iran)","2","2"
"100","10","伊拉克(Iraq)","4","4"
"100","10","巴林(Bahrain)","1","1"
"100","10","南葉門(South Yemen)","0","0"
"100","10","沙烏地阿拉伯(Saudi Arabia)","7","7"
"100","10","科威特(Kuwait)","3","3"
"100","10","卡達(Qatar)","1","1"
"100","10","阿曼(Oman)","2","2"
"100","10","以色列(Israel)","69","69"
"100","10","約旦(Jordan)","16","16"
"100","10","敘利亞(Syria)","2","2"
"100","10","黎巴嫩(Lebanon)","1","1"
"100","10","阿拉伯聯合大公國(United Arab Emirates)","5","5"
"100","10","葉門(Yemen)","0","0"
"100","10","土耳其(TURKEY)","5","5"
"100","10","賽普勒斯(Cyprus)","2","2"
"100","10","阿富汗(觀光)(Afghanistan)","10","10"
"100","10","埃及(Egypt)","1","1"
"100","10","摩洛哥(Morocco)","4","4"
"100","10","阿爾及利亞(Algeria)","0","0"
"100","10","突尼西亞(Tunisia)","0","0"
"100","10","利比亞(Libya
)","0","0"
"100","10","蘇丹(Sudan)","0","0"
"100","10","索馬利亞(Somalia)","0","0"
"100","10","南非(S. Africa)","51","51"
"100","10","象牙海岸(Cote D'ivoire)","0","0"
"100","10","奈及利亞(Nigeria)","3","3"
"100","10","賴比瑞亞(Liberia)","0","0"
"100","10","幾內亞(Guinea)","0","0"
"100","10","安哥拉(Angola)","0","0"
"100","10","剛果共和國(Congo)","0","0"
"100","10","中非共和國(Central African)","0","0"
"100","10","波札那(Botswana)","0","0"
"100","10","喀麥隆(Cameroon)","1","1"
"100","10","查德(Chad)","0","0"
"100","10","衣索匹亞(Ethiopia)","0","0"
"100","10","加彭(Gabon)","0","0"
"100","10","甘比亞(Gambia)","1","1"
"100","10","迦納(Ghana)","1","1"
"100","10","肯亞(Kenya)","0","0"
"100","10","賴索托(Lesotho)","0","0"
"100","10","馬拉加西(Madagascar)","0","0"
"100","10","模里西斯(Mauritius)","54","54"
"100","10","馬利(Mali)","0","0"
"100","10","馬拉威(Malawi)","0","0"
"100","10","莫三鼻克(Mozambique)","0","0"
"100","10","尼日(Niger)","0","0"
"100","10","盧安達(Rwanda)","0","0"
"100","10","塞內加爾(Senegal)","0","0"
"100","10","獅子山(Sierra Leone)","0","0"
"100","10","坦桑尼亞(Tanzania)","1","1"
"100","10","烏干達(Uganda)","0","0"
"100","10","尚比亞(Zambia)","0","0"
"100","10","多哥(Togolese Republic)","0","0"
"100","10","辛巴威(Zimbabwe)","0","0"
"100","10","史瓦濟蘭(Swaziland)","4","4"
"100","10","布吉納法索(Burkina Faso)","0","0"
"100","10","貝南(Benin)","0","0"
"100","10","赤道幾內亞(Equatorial Guinea)","0","0"
"100","10","維德角島(Cape Verde)","0","0"
"100","10","吉布地(Djibouti)","0","0"
"100","10","西撒哈拉(Saharaui)","0","0"
"100","10","幾內亞比索(Guinea Bissau)","0","0"
"100","10","葛摩(Comoros)","0","0"
"100","10","留尼旺(Reunion)","0","0"
"100","10","聖多美及普林西比(Sao Tome & Principe)","0","0"
"100","10","美國(United States of America)","11543","11543"
"100","10","加拿大(Canada)","3532","3532"
"100","10","百慕達(Bermuda)","0","0"
"100","10","墨西哥(Mexico)","35","35"
"100","10","巴拿馬(Panama)","28","28"
"100","10","巴貝多(Barbados)","0","0"
"100","10","巴哈馬(Bahamas)","1","1"
"100","10","古巴(Cuba)","1","1"
"100","10","哥斯達黎加(Costa Rica)","6","6"
"100","10","多明尼加(Dominican Rep.)","12","12"
"100","10","瓜地馬拉(Guatemala)","8","8"
"100","10","宏都拉斯(Honduras)","2","2"
"100","10","海地(Haiti)","0","0"
"100","10","牙買加(Jamaica)","2","2"
"100","10","尼加拉瓜(Nicaragua)","1","1"
"100","10","薩爾瓦多(El Salvador)","4","4"
"100","10","千里達及托貝哥(Trinidad)","1","1"
"100","10","聖文森(Saint Vincent)","0","0"
"100","10","貝里斯(Belize)","2","2"
"100","10","格瑞那達(Grenada)","0","0"
"100","10","聖露西亞(Saint Lucia)","0","0"
"100","10","聖克里斯多福(St. Christopher)","0","0"
"100","10","阿根廷(Argentina)","12","12"
"100","10","巴西(Brazil)","90","90"
"100","10","智利(Chile)","23","23"
"100","10","委內瑞拉(Venezuela)","2","2"
"100","10","玻利維亞(Bolivia)","1","1"
"100","10","哥倫比亞(Colombia)","9","9"
"100","10","厄瓜多爾(Ecuador)","2","2"
"100","10","巴拉圭(Paraguay)","1","1"
"100","10","秘魯(Peru)","6","6"
"100","10","烏拉圭(Uruguay)","0","0"
"100","10","蘇利南(Suriname)","0","0"
"100","10","蓋亞納(Guyana)","0","0"
"100","10","澳洲(Australia)","2697","2697"
"100","10","紐西蘭(New Zealand)","234","234"
"100","10","裴濟(Fiji)","0","0"
"100","10","諾魯(Nauru)","7","7"
"100","10","帛琉(Palau)","0","0"
"100","10","東加(Tonga)","1","1"
"100","10","巴布亞新幾內亞(Papua New Guinea)","0","0"
"100","10","萬那杜(Vanuatu)","0","0"
"100","10","馬紹爾(Marshall)","0","0"
"100","10","大溪地(Tahiti)","2","2"
"100","10","密克羅尼西亞(Micronesian)","0","0"
"100","10","比利時(Belgium)","112","112"
"100","10","法國(France)","818","818"
"100","10","德國(Germany)","1133","1133"
"100","10","義大利(Italy)","121","121"
"100","10","荷蘭(Netherlands)","409","409"
"100","10","英國(U.K.)","1219","1219"
"100","10","西班牙(Spain)","138","138"
"100","10","瑞典(Sweden)","202","202"
"100","10","瑞士(Switzerland)","223","223"
"100","10","挪威(Norway)","52","52"
"100","10","丹麥(Denmark)","72","72"
"100","10","愛爾蘭(Ireland)","76","76"
"100","10","冰島(Iceland)","6","6"
"100","10","葡萄牙(Portugal)","293","293"
"100","10","芬蘭(Finland)","85","85"
"100","10","奧地利(Austria)","196","196"
"100","10","南斯拉夫(Yugoslavia)","0","0"
"100","10","希臘(Greece)","7","7"
"100","10","馬爾他(Malta)","1","1"
"100","10","盧森堡(Luxembourg)","6","6"
"100","10","摩納哥(Monaco)","0","0"
"100","10","安道爾(Andorra)","0","0"
"100","10","列支敦斯登(Liechtenstein)","0","0"
"100","10","白俄羅斯(Belarus)","4","4"
"100","10","烏克蘭(Ukraine )","5","5"
"100","10","教廷(Holy See)","0","0"
"100","10","克羅埃西亞(Croatia)","1","1"
"100","10","波士尼亞(Bosnia)","0","0"
"100","10","愛沙尼亞(Estonia)","3","3"
"100","10","立陶宛(Lithuania)","7","7"
"100","10","拉脫維亞(Latvia)","1","1"
"100","10","馬其頓(Macedonia)","0","0"
"100","10","斯洛凡尼亞(Slovenia)","5","5"
"100","10","斯洛伐克(Slovakia)","14","14"
"100","10","俄羅斯(Russian Federation)","64","64"
"100","10","東德(German Democratic)","0","0"
"100","10","波蘭(Poland)","58","58"
"100","10","捷克(Czech)","113","113"
"100","10","匈牙利(Hungary)","15","15"
"100","10","阿爾巴尼亞(Albania)","1","1"
"100","10","羅馬尼亞(Romania)","19","19"
"100","10","保加利亞(Bulgaria)","5","5"
"100","10","摩爾多瓦(Moldova)","0","0"
"100","10","聖馬利諾(San Marino)","0","0"
"100","11","日本(Japan)","96275","96275"
"100","11","韓國(Korea)","11288","11288"
"100","11","北韓(Democratic People's Republic of Korea)","0","0"
"100","11","香港(Hong Kong)","40904","40904"
"100","11","中國大陸(Mainland China)","158150","158150"
"100","11","澳門(Macao)","2246","2246"
"100","11","蒙古(Mongolia)","10","10"
"100","11","越南(Vietnam)","292","292"
"100","11","泰國(Thailand)","1644","1644"
"100","11","馬來西亞(Malaysia)","31095","31095"
"100","11","新加坡(Singapore)","29096","29096"
"100","11","菲律賓(Philippines)","1377","1377"
"100","11","汶萊(Brunei)","75","75"
"100","11","印尼(Indonesia)","1639","1639"
"100","11","柬埔寨(Cambodia)","11","11"
"100","11","寮國(Laos)","0","0"
"100","11","帝汶(Timor)","8","8"
"100","11","緬甸(Myanmar)","12","12"
"100","11","索羅門群島(Solomon Islands)","0","0"
"100","11","吐瓦魯(Tuvalu)","0","0"
"100","11","印度(India)","166","166"
"100","11","巴基斯坦(Pakistan)","5","5"
"100","11","斯里蘭卡(Sri Lanka)","1","1"
"100","11","孟加拉(Bangladesh)","4","4"
"100","11","尼泊爾(Nepal)","10","10"
"100","11","不丹(Bhutan )","4","4"
"100","11","馬爾地夫(Maldives)","0","0"
"100","11","塞席爾(Seychelles)","1","1"
"100","11","吉里巴斯(Kiribati)","0","0"
"100","11","伊朗(Iran)","4","4"
"100","11","伊拉克(Iraq)","3","3"
"100","11","巴林(Bahrain)","5","5"
"100","11","南葉門(South Yemen)","1","1"
"100","11","沙烏地阿拉伯(Saudi Arabia)","5","5"
"100","11","科威特(Kuwait)","5","5"
"100","11","卡達(Qatar)","1","1"
"100","11","阿曼(Oman)","3","3"
"100","11","以色列(Israel)","38","38"
"100","11","約旦(Jordan)","5","5"
"100","11","敘利亞(Syria)","0","0"
"100","11","黎巴嫩(Lebanon)","1","1"
"100","11","阿拉伯聯合大公國(United Arab Emirates)","9","9"
"100","11","葉門(Yemen)","0","0"
"100","11","土耳其(TURKEY)","16","16"
"100","11","賽普勒斯(Cyprus)","4","4"
"100","11","阿富汗(觀光)(Afghanistan)","4","4"
"100","11","埃及(Egypt)","1","1"
"100","11","摩洛哥(Morocco)","1","1"
"100","11","阿爾及利亞(Algeria)","1","1"
"100","11","突尼西亞(Tunisia)","0","0"
"100","11","利比亞(Libya
)","0","0"
"100","11","蘇丹(Sudan)","0","0"
"100","11","索馬利亞(Somalia)","0","0"
"100","11","南非(S. Africa)","37","37"
"100","11","象牙海岸(Cote D'ivoire)","0","0"
"100","11","奈及利亞(Nigeria)","0","0"
"100","11","賴比瑞亞(Liberia)","0","0"
"100","11","幾內亞(Guinea)","0","0"
"100","11","安哥拉(Angola)","0","0"
"100","11","剛果共和國(Congo)","0","0"
"100","11","中非共和國(Central African)","0","0"
"100","11","波札那(Botswana)","0","0"
"100","11","喀麥隆(Cameroon)","0","0"
"100","11","查德(Chad)","0","0"
"100","11","衣索匹亞(Ethiopia)","0","0"
"100","11","加彭(Gabon)","1","1"
"100","11","甘比亞(Gambia)","0","0"
"100","11","迦納(Ghana)","0","0"
"100","11","肯亞(Kenya)","1","1"
"100","11","賴索托(Lesotho)","0","0"
"100","11","馬拉加西(Madagascar)","0","0"
"100","11","模里西斯(Mauritius)","14","14"
"100","11","馬利(Mali)","0","0"
"100","11","馬拉威(Malawi)","0","0"
"100","11","莫三鼻克(Mozambique)","0","0"
"100","11","尼日(Niger)","0","0"
"100","11","盧安達(Rwanda)","0","0"
"100","11","塞內加爾(Senegal)","2","2"
"100","11","獅子山(Sierra Leone)","0","0"
"100","11","坦桑尼亞(Tanzania)","2","2"
"100","11","烏干達(Uganda)","0","0"
"100","11","尚比亞(Zambia)","0","0"
"100","11","多哥(Togolese Republic)","0","0"
"100","11","辛巴威(Zimbabwe)","1","1"
"100","11","史瓦濟蘭(Swaziland)","3","3"
"100","11","布吉納法索(Burkina Faso)","0","0"
"100","11","貝南(Benin)","0","0"
"100","11","赤道幾內亞(Equatorial Guinea)","0","0"
"100","11","維德角島(Cape Verde)","0","0"
"100","11","吉布地(Djibouti)","0","0"
"100","11","西撒哈拉(Saharaui)","0","0"
"100","11","幾內亞比索(Guinea Bissau)","0","0"
"100","11","葛摩(Comoros)","0","0"
"100","11","留尼旺(Reunion)","0","0"
"100","11","聖多美及普林西比(Sao Tome & Principe)","0","0"
"100","11","美國(United States of America)","9582","9582"
"100","11","加拿大(Canada)","3699","3699"
"100","11","百慕達(Bermuda)","0","0"
"100","11","墨西哥(Mexico)","25","25"
"100","11","巴拿馬(Panama)","16","16"
"100","11","巴貝多(Barbados)","1","1"
"100","11","巴哈馬(Bahamas)","4","4"
"100","11","古巴(Cuba)","1","1"
"100","11","哥斯達黎加(Costa Rica)","3","3"
"100","11","多明尼加(Dominican Rep.)","7","7"
"100","11","瓜地馬拉(Guatemala)","5","5"
"100","11","宏都拉斯(Honduras)","4","4"
"100","11","海地(Haiti)","1","1"
"100","11","牙買加(Jamaica)","0","0"
"100","11","尼加拉瓜(Nicaragua)","1","1"
"100","11","薩爾瓦多(El Salvador)","6","6"
"100","11","千里達及托貝哥(Trinidad)","0","0"
"100","11","聖文森(Saint Vincent)","0","0"
"100","11","貝里斯(Belize)","1","1"
"100","11","格瑞那達(Grenada)","0","0"
"100","11","聖露西亞(Saint Lucia)","2","2"
"100","11","聖克里斯多福(St. Christopher)","0","0"
"100","11","阿根廷(Argentina)","15","15"
"100","11","巴西(Brazil)","44","44"
"100","11","智利(Chile)","7","7"
"100","11","委內瑞拉(Venezuela)","4","4"
"100","11","玻利維亞(Bolivia)","1","1"
"100","11","哥倫比亞(Colombia)","6","6"
"100","11","厄瓜多爾(Ecuador)","3","3"
"100","11","巴拉圭(Paraguay)","1","1"
"100","11","秘魯(Peru)","4","4"
"100","11","烏拉圭(Uruguay)","0","0"
"100","11","蘇利南(Suriname)","1","1"
"100","11","蓋亞納(Guyana)","0","0"
"100","11","澳洲(Australia)","2441","2441"
"100","11","紐西蘭(New Zealand)","270","270"
"100","11","裴濟(Fiji)","1","1"
"100","11","諾魯(Nauru)","9","9"
"100","11","帛琉(Palau)","0","0"
"100","11","東加(Tonga)","1","1"
"100","11","巴布亞新幾內亞(Papua New Guinea)","4","4"
"100","11","萬那杜(Vanuatu)","0","0"
"100","11","馬紹爾(Marshall)","3","3"
"100","11","大溪地(Tahiti)","2","2"
"100","11","密克羅尼西亞(Micronesian)","1","1"
"100","11","比利時(Belgium)","100","100"
"100","11","法國(France)","576","576"
"100","11","德國(Germany)","879","879"
"100","11","義大利(Italy)","155","155"
"100","11","荷蘭(Netherlands)","390","390"
"100","11","英國(U.K.)","1327","1327"
"100","11","西班牙(Spain)","124","124"
"100","11","瑞典(Sweden)","149","149"
"100","11","瑞士(Switzerland)","197","197"
"100","11","挪威(Norway)","29","29"
"100","11","丹麥(Denmark)","45","45"
"100","11","愛爾蘭(Ireland)","37","37"
"100","11","冰島(Iceland)","2","2"
"100","11","葡萄牙(Portugal)","303","303"
"100","11","芬蘭(Finland)","66","66"
"100","11","奧地利(Austria)","183","183"
"100","11","南斯拉夫(Yugoslavia)","0","0"
"100","11","希臘(Greece)","27","27"
"100","11","馬爾他(Malta)","2","2"
"100","11","盧森堡(Luxembourg)","6","6"
"100","11","摩納哥(Monaco)","0","0"
"100","11","安道爾(Andorra)","0","0"
"100","11","列支敦斯登(Liechtenstein)","0","0"
"100","11","白俄羅斯(Belarus)","0","0"
"100","11","烏克蘭(Ukraine )","4","4"
"100","11","教廷(Holy See)","0","0"
"100","11","克羅埃西亞(Croatia)","3","3"
"100","11","波士尼亞(Bosnia)","0","0"
"100","11","愛沙尼亞(Estonia)","5","5"
"100","11","立陶宛(Lithuania)","6","6"
"100","11","拉脫維亞(Latvia)","4","4"
"100","11","馬其頓(Macedonia)","0","0"
"100","11","斯洛凡尼亞(Slovenia)","11","11"
"100","11","斯洛伐克(Slovakia)","8","8"
"100","11","俄羅斯(Russian Federation)","81","81"
"100","11","東德(German Democratic)","0","0"
"100","11","波蘭(Poland)","82","82"
"100","11","捷克(Czech)","120","120"
"100","11","匈牙利(Hungary)","15","15"
"100","11","阿爾巴尼亞(Albania)","2","2"
"100","11","羅馬尼亞(Romania)","6","6"
"100","11","保加利亞(Bulgaria)","9","9"
"100","11","摩爾多瓦(Moldova)","0","0"
"100","11","聖馬利諾(San Marino)","0","0"
"100","12","日本(Japan)","97289","97289"
"100","12","韓國(Korea)","12745","12745"
"100","12","北韓(Democratic People's Republic of Korea)","0","0"
"100","12","香港(Hong Kong)","67039","67039"
"100","12","中國大陸(Mainland China)","132331","132331"
"100","12","澳門(Macao)","4886","4886"
"100","12","蒙古(Mongolia)","16","16"
"100","12","越南(Vietnam)","363","363"
"100","12","泰國(Thailand)","3821","3821"
"100","12","馬來西亞(Malaysia)","36791","36791"
"100","12","新加坡(Singapore)","49622","49622"
"100","12","菲律賓(Philippines)","2867","2867"
"100","12","汶萊(Brunei)","204","204"
"100","12","印尼(Indonesia)","3804","3804"
"100","12","柬埔寨(Cambodia)","9","9"
"100","12","寮國(Laos)","5","5"
"100","12","帝汶(Timor)","8","8"
"100","12","緬甸(Myanmar)","39","39"
"100","12","索羅門群島(Solomon Islands)","1","1"
"100","12","吐瓦魯(Tuvalu)","0","0"
"100","12","印度(India)","108","108"
"100","12","巴基斯坦(Pakistan)","7","7"
"100","12","斯里蘭卡(Sri Lanka)","2","2"
"100","12","孟加拉(Bangladesh)","0","0"
"100","12","尼泊爾(Nepal)","9","9"
"100","12","不丹(Bhutan )","1","1"
"100","12","馬爾地夫(Maldives)","1","1"
"100","12","塞席爾(Seychelles)","0","0"
"100","12","吉里巴斯(Kiribati)","0","0"
"100","12","伊朗(Iran)","0","0"
"100","12","伊拉克(Iraq)","4","4"
"100","12","巴林(Bahrain)","0","0"
"100","12","南葉門(South Yemen)","1","1"
"100","12","沙烏地阿拉伯(Saudi Arabia)","8","8"
"100","12","科威特(Kuwait)","2","2"
"100","12","卡達(Qatar)","1","1"
"100","12","阿曼(Oman)","0","0"
"100","12","以色列(Israel)","36","36"
"100","12","約旦(Jordan)","2","2"
"100","12","敘利亞(Syria)","0","0"
"100","12","黎巴嫩(Lebanon)","0","0"
"100","12","阿拉伯聯合大公國(United Arab Emirates)","12","12"
"100","12","葉門(Yemen)","0","0"
"100","12","土耳其(TURKEY)","19","19"
"100","12","賽普勒斯(Cyprus)","2","2"
"100","12","阿富汗(觀光)(Afghanistan)","4","4"
"100","12","埃及(Egypt)","1","1"
"100","12","摩洛哥(Morocco)","1","1"
"100","12","阿爾及利亞(Algeria)","0","0"
"100","12","突尼西亞(Tunisia)","1","1"
"100","12","利比亞(Libya
)","0","0"
"100","12","蘇丹(Sudan)","0","0"
"100","12","索馬利亞(Somalia)","0","0"
"100","12","南非(S. Africa)","145","145"
"100","12","象牙海岸(Cote D'ivoire)","0","0"
"100","12","奈及利亞(Nigeria)","3","3"
"100","12","賴比瑞亞(Liberia)","2","2"
"100","12","幾內亞(Guinea)","1","1"
"100","12","安哥拉(Angola)","0","0"
"100","12","剛果共和國(Congo)","0","0"
"100","12","中非共和國(Central African)","0","0"
"100","12","波札那(Botswana)","0","0"
"100","12","喀麥隆(Cameroon)","1","1"
"100","12","查德(Chad)","0","0"
