"年別","月份","國家名稱","觀光","小計"
"Years","Months","Countries","Leisure","Subtotals"
"103","11","牙買加(Jamaica)","2","2"
"103","11","尼加拉瓜(Nicaragua)","7","7"
"103","11","薩爾瓦多(El Salvador)","2","2"
"103","11","千里達及托貝哥(Trinidad)","0","0"
"103","11","聖文森(Saint Vincent)","0","0"
"103","11","貝里斯(Belize)","2","2"
"103","11","格瑞那達(Grenada)","0","0"
"103","11","聖露西亞(Saint Lucia)","0","0"
"103","11","聖克里斯多福(St. Christopher)","0","0"
"103","11","阿根廷(Argentina)","9","9"
"103","11","巴西(Brazil)","73","73"
"103","11","智利(Chile)","19","19"
"103","11","委內瑞拉(Venezuela)","0","0"
"103","11","玻利維亞(Bolivia)","7","7"
"103","11","哥倫比亞(Colombia)","19","19"
"103","11","厄瓜多爾(Ecuador)","6","6"
"103","11","巴拉圭(Paraguay)","5","5"
"103","11","秘魯(Peru)","16","16"
"103","11","烏拉圭(Uruguay)","0","0"
"103","11","蘇利南(Suriname)","1","1"
"103","11","蓋亞納(Guyana)","0","0"
"103","11","澳洲(Australia)","3225","3225"
"103","11","紐西蘭(New Zealand)","341","341"
"103","11","裴濟(Fiji)","1","1"
"103","11","諾魯(Nauru)","3","3"
"103","11","帛琉(Palau)","3","3"
"103","11","東加(Tonga)","1","1"
"103","11","巴布亞新幾內亞(Papua New Guinea)","0","0"
"103","11","萬那杜(Vanuatu)","1","1"
"103","11","馬紹爾(Marshall)","0","0"
"103","11","大溪地(Tahiti)","0","0"
"103","11","密克羅尼西亞(Micronesian)","4","4"
"103","11","比利時(Belgium)","212","212"
"103","11","法國(France)","841","841"
"103","11","德國(Germany)","1595","1595"
"103","11","義大利(Italy)","280","280"
"103","11","荷蘭(Netherlands)","559","559"
"103","11","英國(U.K.)","1937","1937"
"103","11","西班牙(Spain)","207","207"
"103","11","瑞典(Sweden)","248","248"
"103","11","瑞士(Switzerland)","296","296"
"103","11","挪威(Norway)","60","60"
"103","11","丹麥(Denmark)","124","124"
"103","11","愛爾蘭(Ireland)","57","57"
"103","11","冰島(Iceland)","28","28"
"103","11","葡萄牙(Portugal)","306","306"
"103","11","芬蘭(Finland)","75","75"
"103","11","奧地利(Austria)","212","212"
"103","11","南斯拉夫(Yugoslavia)","0","0"
"103","11","希臘(Greece)","26","26"
"103","11","馬爾他(Malta)","35","35"
"103","11","盧森堡(Luxembourg)","11","11"
"103","11","摩納哥(Monaco)","0","0"
"103","11","安道爾(Andorra)","0","0"
"103","11","列支敦斯登(Liechtenstein)","2","2"
"103","11","白俄羅斯(Belarus)","3","3"
"103","11","烏克蘭(Ukraine )","26","26"
"103","11","教廷(Holy See)","0","0"
"103","11","克羅埃西亞(Croatia)","8","8"
"103","11","波士尼亞(Bosnia)","1","1"
"103","11","愛沙尼亞(Estonia)","9","9"
"103","11","立陶宛(Lithuania)","12","12"
"103","11","拉脫維亞(Latvia)","7","7"
"103","11","馬其頓(Macedonia)","0","0"
"103","11","斯洛凡尼亞(Slovenia)","19","19"
"103","11","斯洛伐克(Slovakia)","33","33"
"103","11","俄羅斯(Russian Federation)","169","169"
"103","11","東德(German Democratic)","1","1"
"103","11","波蘭(Poland)","145","145"
"103","11","捷克(Czech)","169","169"
"103","11","匈牙利(Hungary)","43","43"
"103","11","阿爾巴尼亞(Albania)","1","1"
"103","11","羅馬尼亞(Romania)","21","21"
"103","11","保加利亞(Bulgaria)","18","18"
"103","11","摩爾多瓦(Moldova)","0","0"
"103","11","聖馬利諾(San Marino)","2","2"
"103","12","日本(Japan)","115588","115588"
"103","12","韓國(Korea)","38224","38224"
"103","12","北韓(Democratic People's Republic of Korea)","0","0"
"103","12","香港(Hong Kong)","108026","108026"
"103","12","中國大陸(Mainland China)","296349","296349"
"103","12","澳門(Macao)","11631","11631"
"103","12","蒙古(Mongolia)","38","38"
"103","12","越南(Vietnam)","996","996"
"103","12","泰國(Thailand)","6404","6404"
"103","12","馬來西亞(Malaysia)","51145","51145"
"103","12","新加坡(Singapore)","52786","52786"
"103","12","菲律賓(Philippines)","4140","4140"
"103","12","汶萊(Brunei)","390","390"
"103","12","印尼(Indonesia)","5359","5359"
"103","12","柬埔寨(Cambodia)","34","34"
"103","12","寮國(Laos)","4","4"
"103","12","帝汶(Timor)","7","7"
"103","12","緬甸(Myanmar)","39","39"
"103","12","索羅門群島(Solomon Islands)","0","0"
"103","12","吐瓦魯(Tuvalu)","0","0"
"103","12","印度(India)","234","234"
"103","12","巴基斯坦(Pakistan)","2","2"
"103","12","斯里蘭卡(Sri Lanka)","5","5"
"103","12","孟加拉(Bangladesh)","0","0"
"103","12","尼泊爾(Nepal)","2","2"
"103","12","不丹(Bhutan )","9","9"
"103","12","馬爾地夫(Maldives)","0","0"
"103","12","塞席爾(Seychelles)","0","0"
"103","12","吉里巴斯(Kiribati)","0","0"
"103","12","伊朗(Iran)","5","5"
"103","12","伊拉克(Iraq)","2","2"
"103","12","巴林(Bahrain)","1","1"
"103","12","南葉門(South Yemen)","1","1"
"103","12","沙烏地阿拉伯(Saudi Arabia)","20","20"
"103","12","科威特(Kuwait)","8","8"
"103","12","卡達(Qatar)","0","0"
"103","12","阿曼(Oman)","1","1"
"103","12","以色列(Israel)","73","73"
"103","12","約旦(Jordan)","2","2"
"103","12","敘利亞(Syria)","1","1"
"103","12","黎巴嫩(Lebanon)","6","6"
"103","12","阿拉伯聯合大公國(United Arab Emirates)","45","45"
"103","12","葉門(Yemen)","0","0"
"103","12","土耳其(TURKEY)","46","46"
"103","12","賽普勒斯(Cyprus)","39","39"
"103","12","阿富汗(觀光)(Afghanistan)","37","37"
"103","12","埃及(Egypt)","5","5"
"103","12","摩洛哥(Morocco)","1","1"
"103","12","阿爾及利亞(Algeria)","1","1"
"103","12","突尼西亞(Tunisia)","0","0"
"103","12","利比亞(Libya
)","3","3"
"103","12","蘇丹(Sudan)","0","0"
"103","12","索馬利亞(Somalia)","0","0"
"103","12","南非(S. Africa)","110","110"
"103","12","象牙海岸(Cote D'ivoire)","1","1"
"103","12","奈及利亞(Nigeria)","1","1"
"103","12","賴比瑞亞(Liberia)","0","0"
"103","12","幾內亞(Guinea)","0","0"
"103","12","安哥拉(Angola)","0","0"
"103","12","剛果共和國(Congo)","0","0"
"103","12","中非共和國(Central African)","0","0"
"103","12","波札那(Botswana)","1","1"
"103","12","喀麥隆(Cameroon)","0","0"
"103","12","查德(Chad)","0","0"
"103","12","衣索匹亞(Ethiopia)","0","0"
"103","12","加彭(Gabon)","0","0"
"103","12","甘比亞(Gambia)","7","7"
"103","12","迦納(Ghana)","1","1"
"103","12","肯亞(Kenya)","0","0"
"103","12","賴索托(Lesotho)","0","0"
"103","12","馬拉加西(Madagascar)","0","0"
"103","12","模里西斯(Mauritius)","19","19"
"103","12","馬利(Mali)","0","0"
"103","12","馬拉威(Malawi)","2","2"
"103","12","莫三鼻克(Mozambique)","0","0"
"103","12","尼日(Niger)","0","0"
"103","12","盧安達(Rwanda)","0","0"
"103","12","塞內加爾(Senegal)","0","0"
"103","12","獅子山(Sierra Leone)","0","0"
"103","12","坦桑尼亞(Tanzania)","0","0"
"103","12","烏干達(Uganda)","1","1"
"103","12","尚比亞(Zambia)","0","0"
"103","12","多哥(Togolese Republic)","1","1"
"103","12","辛巴威(Zimbabwe)","0","0"
"103","12","史瓦濟蘭(Swaziland)","1","1"
"103","12","布吉納法索(Burkina Faso)","2","2"
"103","12","貝南(Benin)","0","0"
"103","12","赤道幾內亞(Equatorial Guinea)","1","1"
"103","12","維德角島(Cape Verde)","0","0"
"103","12","吉布地(Djibouti)","0","0"
"103","12","西撒哈拉(Saharaui)","0","0"
"103","12","幾內亞比索(Guinea Bissau)","0","0"
"103","12","葛摩(Comoros)","0","0"
"103","12","留尼旺(Reunion)","0","0"
"103","12","聖多美及普林西比(Sao Tome & Principe)","0","0"
"103","12","美國(United States of America)","14571","14571"
"103","12","加拿大(Canada)","4789","4789"
"103","12","百慕達(Bermuda)","0","0"
"103","12","墨西哥(Mexico)","45","45"
"103","12","巴拿馬(Panama)","5","5"
"103","12","巴貝多(Barbados)","0","0"
"103","12","巴哈馬(Bahamas)","4","4"
"103","12","古巴(Cuba)","0","0"
"103","12","哥斯達黎加(Costa Rica)","7","7"
"103","12","多明尼加(Dominican Rep.)","2","2"
"103","12","瓜地馬拉(Guatemala)","4","4"
"103","12","宏都拉斯(Honduras)","4","4"
"103","12","海地(Haiti)","0","0"
"103","12","牙買加(Jamaica)","1","1"
"103","12","尼加拉瓜(Nicaragua)","15","15"
"103","12","薩爾瓦多(El Salvador)","4","4"
"103","12","千里達及托貝哥(Trinidad)","2","2"
"103","12","聖文森(Saint Vincent)","1","1"
"103","12","貝里斯(Belize)","0","0"
"103","12","格瑞那達(Grenada)","0","0"
"103","12","聖露西亞(Saint Lucia)","0","0"
"103","12","聖克里斯多福(St. Christopher)","1","1"
"103","12","阿根廷(Argentina)","25","25"
"103","12","巴西(Brazil)","132","132"
"103","12","智利(Chile)","22","22"
"103","12","委內瑞拉(Venezuela)","5","5"
"103","12","玻利維亞(Bolivia)","2","2"
"103","12","哥倫比亞(Colombia)","20","20"
"103","12","厄瓜多爾(Ecuador)","4","4"
"103","12","巴拉圭(Paraguay)","10","10"
"103","12","秘魯(Peru)","7","7"
"103","12","烏拉圭(Uruguay)","7","7"
"103","12","蘇利南(Suriname)","0","0"
"103","12","蓋亞納(Guyana)","0","0"
"103","12","澳洲(Australia)","6213","6213"
"103","12","紐西蘭(New Zealand)","723","723"
"103","12","裴濟(Fiji)","2","2"
"103","12","諾魯(Nauru)","5","5"
"103","12","帛琉(Palau)","1","1"
"103","12","東加(Tonga)","0","0"
"103","12","巴布亞新幾內亞(Papua New Guinea)","1","1"
"103","12","萬那杜(Vanuatu)","1","1"
"103","12","馬紹爾(Marshall)","1","1"
"103","12","大溪地(Tahiti)","4","4"
"103","12","密克羅尼西亞(Micronesian)","0","0"
"103","12","比利時(Belgium)","125","125"
"103","12","法國(France)","952","952"
"103","12","德國(Germany)","1689","1689"
"103","12","義大利(Italy)","310","310"
"103","12","荷蘭(Netherlands)","623","623"
"103","12","英國(U.K.)","1840","1840"
"103","12","西班牙(Spain)","221","221"
"103","12","瑞典(Sweden)","285","285"
"103","12","瑞士(Switzerland)","225","225"
"103","12","挪威(Norway)","73","73"
"103","12","丹麥(Denmark)","81","81"
"103","12","愛爾蘭(Ireland)","62","62"
"103","12","冰島(Iceland)","12","12"
"103","12","葡萄牙(Portugal)","560","560"
"103","12","芬蘭(Finland)","106","106"
"103","12","奧地利(Austria)","188","188"
"103","12","南斯拉夫(Yugoslavia)","0","0"
"103","12","希臘(Greece)","11","11"
"103","12","馬爾他(Malta)","1","1"
"103","12","盧森堡(Luxembourg)","14","14"
"103","12","摩納哥(Monaco)","3","3"
"103","12","安道爾(Andorra)","0","0"
"103","12","列支敦斯登(Liechtenstein)","2","2"
"103","12","白俄羅斯(Belarus)","2","2"
"103","12","烏克蘭(Ukraine )","10","10"
"103","12","教廷(Holy See)","0","0"
"103","12","克羅埃西亞(Croatia)","12","12"
"103","12","波士尼亞(Bosnia)","0","0"
"103","12","愛沙尼亞(Estonia)","4","4"
"103","12","立陶宛(Lithuania)","18","18"
"103","12","拉脫維亞(Latvia)","3","3"
"103","12","馬其頓(Macedonia)","1","1"
"103","12","斯洛凡尼亞(Slovenia)","25","25"
"103","12","斯洛伐克(Slovakia)","31","31"
"103","12","俄羅斯(Russian Federation)","97","97"
"103","12","東德(German Democratic)","0","0"
"103","12","波蘭(Poland)","77","77"
"103","12","捷克(Czech)","147","147"
"103","12","匈牙利(Hungary)","25","25"
"103","12","阿爾巴尼亞(Albania)","1","1"
"103","12","羅馬尼亞(Romania)","23","23"
"103","12","保加利亞(Bulgaria)","9","9"
"103","12","摩爾多瓦(Moldova)","0","0"
"103","12","聖馬利諾(San Marino)","1","1"
"104","1","日本(Japan)","88706","88706"
"104","1","韓國(Korea)","62180","62180"
"104","1","北韓(Democratic People's Republic of Korea)","0","0"
"104","1","香港(Hong Kong)","57123","57123"
"104","1","中國大陸(Mainland China)","277464","277464"
"104","1","澳門(Macao)","3990","3990"
"104","1","蒙古(Mongolia)","36","36"
"104","1","越南(Vietnam)","841","841"
"104","1","泰國(Thailand)","2448","2448"
"104","1","馬來西亞(Malaysia)","16980","16980"
"104","1","新加坡(Singapore)","16756","16756"
"104","1","菲律賓(Philippines)","1773","1773"
"104","1","汶萊(Brunei)","118","118"
"104","1","印尼(Indonesia)","1383","1383"
"104","1","柬埔寨(Cambodia)","51","51"
"104","1","寮國(Laos)","9","9"
"104","1","帝汶(Timor)","6","6"
"104","1","緬甸(Myanmar)","22","22"
"104","1","索羅門群島(Solomon Islands)","0","0"
"104","1","吐瓦魯(Tuvalu)","0","0"
"104","1","印度(India)","137","137"
"104","1","巴基斯坦(Pakistan)","6","6"
"104","1","斯里蘭卡(Sri Lanka)","2","2"
"104","1","孟加拉(Bangladesh)","0","0"
"104","1","尼泊爾(Nepal)","4","4"
"104","1","不丹(Bhutan )","3","3"
"104","1","馬爾地夫(Maldives)","0","0"
"104","1","塞席爾(Seychelles)","0","0"
"104","1","吉里巴斯(Kiribati)","0","0"
"104","1","伊朗(Iran)","8","8"
"104","1","伊拉克(Iraq)","6","6"
"104","1","巴林(Bahrain)","0","0"
"104","1","南葉門(South Yemen)","2","2"
"104","1","沙烏地阿拉伯(Saudi Arabia)","43","43"
"104","1","科威特(Kuwait)","7","7"
"104","1","卡達(Qatar)","1","1"
"104","1","阿曼(Oman)","6","6"
"104","1","以色列(Israel)","49","49"
"104","1","約旦(Jordan)","5","5"
"104","1","敘利亞(Syria)","0","0"
"104","1","黎巴嫩(Lebanon)","3","3"
"104","1","阿拉伯聯合大公國(United Arab Emirates)","31","31"
"104","1","葉門(Yemen)","1","1"
"104","1","土耳其(TURKEY)","34","34"
"104","1","賽普勒斯(Cyprus)","16","16"
"104","1","阿富汗(觀光)(Afghanistan)","40","40"
"104","1","埃及(Egypt)","2","2"
"104","1","摩洛哥(Morocco)","2","2"
"104","1","阿爾及利亞(Algeria)","1","1"
"104","1","突尼西亞(Tunisia)","0","0"
"104","1","利比亞(Libya
)","0","0"
"104","1","蘇丹(Sudan)","0","0"
"104","1","索馬利亞(Somalia)","1","1"
"104","1","南非(S. Africa)","52","52"
"104","1","象牙海岸(Cote D'ivoire)","0","0"
"104","1","奈及利亞(Nigeria)","1","1"
"104","1","賴比瑞亞(Liberia)","0","0"
"104","1","幾內亞(Guinea)","2","2"
"104","1","安哥拉(Angola)","0","0"
"104","1","剛果共和國(Congo)","0","0"
"104","1","中非共和國(Central African)","0","0"
"104","1","波札那(Botswana)","1","1"
"104","1","喀麥隆(Cameroon)","0","0"
"104","1","查德(Chad)","0","0"
"104","1","衣索匹亞(Ethiopia)","0","0"
"104","1","加彭(Gabon)","0","0"
"104","1","甘比亞(Gambia)","2","2"
"104","1","迦納(Ghana)","0","0"
"104","1","肯亞(Kenya)","3","3"
"104","1","賴索托(Lesotho)","0","0"
"104","1","馬拉加西(Madagascar)","0","0"
"104","1","模里西斯(Mauritius)","4","4"
"104","1","馬利(Mali)","0","0"
"104","1","馬拉威(Malawi)","1","1"
"104","1","莫三鼻克(Mozambique)","0","0"
"104","1","尼日(Niger)","0","0"
"104","1","盧安達(Rwanda)","0","0"
"104","1","塞內加爾(Senegal)","1","1"
"104","1","獅子山(Sierra Leone)","0","0"
"104","1","坦桑尼亞(Tanzania)","0","0"
"104","1","烏干達(Uganda)","0","0"
"104","1","尚比亞(Zambia)","0","0"
"104","1","多哥(Togolese Republic)","0","0"
"104","1","辛巴威(Zimbabwe)","0","0"
"104","1","史瓦濟蘭(Swaziland)","0","0"
"104","1","布吉納法索(Burkina Faso)","0","0"
"104","1","貝南(Benin)","0","0"
"104","1","赤道幾內亞(Equatorial Guinea)","0","0"
"104","1","維德角島(Cape Verde)","0","0"
"104","1","吉布地(Djibouti)","0","0"
"104","1","西撒哈拉(Saharaui)","0","0"
"104","1","幾內亞比索(Guinea Bissau)","0","0"
"104","1","葛摩(Comoros)","0","0"
"104","1","留尼旺(Reunion)","0","0"
"104","1","聖多美及普林西比(Sao Tome & Principe)","0","0"
"104","1","美國(United States of America)","9317","9317"
"104","1","加拿大(Canada)","3193","3193"
"104","1","百慕達(Bermuda)","0","0"
"104","1","墨西哥(Mexico)","30","30"
"104","1","巴拿馬(Panama)","22","22"
"104","1","巴貝多(Barbados)","0","0"
"104","1","巴哈馬(Bahamas)","0","0"
"104","1","古巴(Cuba)","1","1"
"104","1","哥斯達黎加(Costa Rica)","3","3"
"104","1","多明尼加(Dominican Rep.)","1","1"
"104","1","瓜地馬拉(Guatemala)","7","7"
"104","1","宏都拉斯(Honduras)","5","5"
"104","1","海地(Haiti)","1","1"
"104","1","牙買加(Jamaica)","1","1"
"104","1","尼加拉瓜(Nicaragua)","3","3"
"104","1","薩爾瓦多(El Salvador)","0","0"
"104","1","千里達及托貝哥(Trinidad)","0","0"
"104","1","聖文森(Saint Vincent)","0","0"
"104","1","貝里斯(Belize)","1","1"
"104","1","格瑞那達(Grenada)","0","0"
"104","1","聖露西亞(Saint Lucia)","0","0"
"104","1","聖克里斯多福(St. Christopher)","0","0"
"104","1","阿根廷(Argentina)","27","27"
"104","1","巴西(Brazil)","151","151"
"104","1","智利(Chile)","24","24"
"104","1","委內瑞拉(Venezuela)","1","1"
"104","1","玻利維亞(Bolivia)","0","0"
"104","1","哥倫比亞(Colombia)","13","13"
"104","1","厄瓜多爾(Ecuador)","2","2"
"104","1","巴拉圭(Paraguay)","14","14"
"104","1","秘魯(Peru)","11","11"
"104","1","烏拉圭(Uruguay)","1","1"
"104","1","蘇利南(Suriname)","0","0"
"104","1","蓋亞納(Guyana)","0","0"
"104","1","澳洲(Australia)","4193","4193"
"104","1","紐西蘭(New Zealand)","526","526"
"104","1","裴濟(Fiji)","3","3"
"104","1","諾魯(Nauru)","1","1"
"104","1","帛琉(Palau)","4","4"
"104","1","東加(Tonga)","0","0"
"104","1","巴布亞新幾內亞(Papua New Guinea)","0","0"
"104","1","萬那杜(Vanuatu)","2","2"
"104","1","馬紹爾(Marshall)","2","2"
"104","1","大溪地(Tahiti)","3","3"
"104","1","密克羅尼西亞(Micronesian)","0","0"
"104","1","比利時(Belgium)","131","131"
"104","1","法國(France)","600","600"
"104","1","德國(Germany)","1292","1292"
"104","1","義大利(Italy)","208","208"
"104","1","荷蘭(Netherlands)","437","437"
"104","1","英國(U.K.)","1187","1187"
"104","1","西班牙(Spain)","141","141"
"104","1","瑞典(Sweden)","155","155"
"104","1","瑞士(Switzerland)","172","172"
"104","1","挪威(Norway)","52","52"
"104","1","丹麥(Denmark)","50","50"
"104","1","愛爾蘭(Ireland)","61","61"
"104","1","冰島(Iceland)","4","4"
"104","1","葡萄牙(Portugal)","155","155"
"104","1","芬蘭(Finland)","83","83"
"104","1","奧地利(Austria)","138","138"
"104","1","南斯拉夫(Yugoslavia)","1","1"
"104","1","希臘(Greece)","10","10"
"104","1","馬爾他(Malta)","2","2"
"104","1","盧森堡(Luxembourg)","7","7"
"104","1","摩納哥(Monaco)","2","2"
"104","1","安道爾(Andorra)","0","0"
"104","1","列支敦斯登(Liechtenstein)","0","0"
"104","1","白俄羅斯(Belarus)","0","0"
"104","1","烏克蘭(Ukraine )","11","11"
"104","1","教廷(Holy See)","1","1"
"104","1","克羅埃西亞(Croatia)","8","8"
"104","1","波士尼亞(Bosnia)","2","2"
"104","1","愛沙尼亞(Estonia)","22","22"
"104","1","立陶宛(Lithuania)","24","24"
"104","1","拉脫維亞(Latvia)","7","7"
"104","1","馬其頓(Macedonia)","2","2"
"104","1","斯洛凡尼亞(Slovenia)","16","16"
"104","1","斯洛伐克(Slovakia)","20","20"
"104","1","俄羅斯(Russian Federation)","91","91"
"104","1","東德(German Democratic)","0","0"
"104","1","波蘭(Poland)","72","72"
"104","1","捷克(Czech)","146","146"
"104","1","匈牙利(Hungary)","47","47"
"104","1","阿爾巴尼亞(Albania)","1","1"
"104","1","羅馬尼亞(Romania)","38","38"
"104","1","保加利亞(Bulgaria)","6","6"
"104","1","摩爾多瓦(Moldova)","0","0"
"104","1","聖馬利諾(San Marino)","0","0"
"104","2","日本(Japan)","73721","73721"
"104","2","韓國(Korea)","44173","44173"
"104","2","北韓(Democratic People's Republic of Korea)","0","0"
"104","2","香港(Hong Kong)","70876","70876"
"104","2","中國大陸(Mainland China)","346188","346188"
"104","2","澳門(Macao)","5276","5276"
"104","2","蒙古(Mongolia)","34","34"
"104","2","越南(Vietnam)","1131","1131"
"104","2","泰國(Thailand)","1821","1821"
"104","2","馬來西亞(Malaysia)","14000","14000"
"104","2","新加坡(Singapore)","10382","10382"
"104","2","菲律賓(Philippines)","1643","1643"
"104","2","汶萊(Brunei)","207","207"
"104","2","印尼(Indonesia)","1336","1336"
"104","2","柬埔寨(Cambodia)","44","44"
"104","2","寮國(Laos)","6","6"
"104","2","帝汶(Timor)","1","1"
"104","2","緬甸(Myanmar)","25","25"
"104","2","索羅門群島(Solomon Islands)","0","0"
"104","2","吐瓦魯(Tuvalu)","0","0"
"104","2","印度(India)","128","128"
"104","2","巴基斯坦(Pakistan)","3","3"
"104","2","斯里蘭卡(Sri Lanka)","1","1"
"104","2","孟加拉(Bangladesh)","6","6"
"104","2","尼泊爾(Nepal)","6","6"
"104","2","不丹(Bhutan )","3","3"
"104","2","馬爾地夫(Maldives)","0","0"
"104","2","塞席爾(Seychelles)","1","1"
"104","2","吉里巴斯(Kiribati)","0","0"
"104","2","伊朗(Iran)","3","3"
"104","2","伊拉克(Iraq)","2","2"
"104","2","巴林(Bahrain)","0","0"
"104","2","南葉門(South Yemen)","0","0"
"104","2","沙烏地阿拉伯(Saudi Arabia)","13","13"
"104","2","科威特(Kuwait)","5","5"
"104","2","卡達(Qatar)","0","0"
"104","2","阿曼(Oman)","2","2"
"104","2","以色列(Israel)","83","83"
"104","2","約旦(Jordan)","5","5"
"104","2","敘利亞(Syria)","0","0"
"104","2","黎巴嫩(Lebanon)","6","6"
"104","2","阿拉伯聯合大公國(United Arab Emirates)","23","23"
"104","2","葉門(Yemen)","1","1"
"104","2","土耳其(TURKEY)","29","29"
"104","2","賽普勒斯(Cyprus)","8","8"
"104","2","阿富汗(觀光)(Afghanistan)","44","44"
"104","2","埃及(Egypt)","1","1"
"104","2","摩洛哥(Morocco)","1","1"
"104","2","阿爾及利亞(Algeria)","1","1"
"104","2","突尼西亞(Tunisia)","1","1"
"104","2","利比亞(Libya
)","0","0"
"104","2","蘇丹(Sudan)","0","0"
"104","2","索馬利亞(Somalia)","0","0"
"104","2","南非(S. Africa)","73","73"
"104","2","象牙海岸(Cote D'ivoire)","0","0"
"104","2","奈及利亞(Nigeria)","0","0"
"104","2","賴比瑞亞(Liberia)","0","0"
"104","2","幾內亞(Guinea)","0","0"
"104","2","安哥拉(Angola)","0","0"
"104","2","剛果共和國(Congo)","0","0"
"104","2","中非共和國(Central African)","0","0"
"104","2","波札那(Botswana)","2","2"
"104","2","喀麥隆(Cameroon)","0","0"
"104","2","查德(Chad)","0","0"
"104","2","衣索匹亞(Ethiopia)","0","0"
"104","2","加彭(Gabon)","0","0"
"104","2","甘比亞(Gambia)","3","3"
"104","2","迦納(Ghana)","0","0"
"104","2","肯亞(Kenya)","3","3"
"104","2","賴索托(Lesotho)","0","0"
"104","2","馬拉加西(Madagascar)","0","0"
"104","2","模里西斯(Mauritius)","2","2"
"104","2","馬利(Mali)","0","0"
"104","2","馬拉威(Malawi)","1","1"
"104","2","莫三鼻克(Mozambique)","0","0"
"104","2","尼日(Niger)","0","0"
"104","2","盧安達(Rwanda)","0","0"
"104","2","塞內加爾(Senegal)","0","0"
"104","2","獅子山(Sierra Leone)","0","0"
"104","2","坦桑尼亞(Tanzania)","1","1"
"104","2","烏干達(Uganda)","0","0"
"104","2","尚比亞(Zambia)","0","0"
"104","2","多哥(Togolese Republic)","0","0"
"104","2","辛巴威(Zimbabwe)","0","0"
"104","2","史瓦濟蘭(Swaziland)","0","0"
"104","2","布吉納法索(Burkina Faso)","1","1"
"104","2","貝南(Benin)","1","1"
"104","2","赤道幾內亞(Equatorial Guinea)","0","0"
"104","2","維德角島(Cape Verde)","0","0"
"104","2","吉布地(Djibouti)","0","0"
"104","2","西撒哈拉(Saharaui)","0","0"
"104","2","幾內亞比索(Guinea Bissau)","0","0"
"104","2","葛摩(Comoros)","0","0"
"104","2","留尼旺(Reunion)","0","0"
"104","2","聖多美及普林西比(Sao Tome & Principe)","0","0"
"104","2","美國(United States of America)","8185","8185"
"104","2","加拿大(Canada)","2931","2931"
"104","2","百慕達(Bermuda)","0","0"
"104","2","墨西哥(Mexico)","56","56"
"104","2","巴拿馬(Panama)","4","4"
"104","2","巴貝多(Barbados)","0","0"
"104","2","巴哈馬(Bahamas)","4","4"
"104","2","古巴(Cuba)","0","0"
"104","2","哥斯達黎加(Costa Rica)","5","5"
"104","2","多明尼加(Dominican Rep.)","4","4"
"104","2","瓜地馬拉(Guatemala)","3","3"
"104","2","宏都拉斯(Honduras)","7","7"
"104","2","海地(Haiti)","0","0"
"104","2","牙買加(Jamaica)","2","2"
"104","2","尼加拉瓜(Nicaragua)","2","2"
"104","2","薩爾瓦多(El Salvador)","2","2"
"104","2","千里達及托貝哥(Trinidad)","0","0"
"104","2","聖文森(Saint Vincent)","0","0"
"104","2","貝里斯(Belize)","3","3"
"104","2","格瑞那達(Grenada)","0","0"
"104","2","聖露西亞(Saint Lucia)","0","0"
"104","2","聖克里斯多福(St. Christopher)","1","1"
"104","2","阿根廷(Argentina)","12","12"
"104","2","巴西(Brazil)","78","78"
"104","2","智利(Chile)","26","26"
"104","2","委內瑞拉(Venezuela)","5","5"
"104","2","玻利維亞(Bolivia)","1","1"
"104","2","哥倫比亞(Colombia)","7","7"
"104","2","厄瓜多爾(Ecuador)","1","1"
"104","2","巴拉圭(Paraguay)","10","10"
"104","2","秘魯(Peru)","6","6"
"104","2","烏拉圭(Uruguay)","0","0"
"104","2","蘇利南(Suriname)","0","0"
"104","2","蓋亞納(Guyana)","0","0"
"104","2","澳洲(Australia)","2086","2086"
"104","2","紐西蘭(New Zealand)","302","302"
"104","2","裴濟(Fiji)","0","0"
"104","2","諾魯(Nauru)","2","2"
"104","2","帛琉(Palau)","1","1"
"104","2","東加(Tonga)","0","0"
"104","2","巴布亞新幾內亞(Papua New Guinea)","0","0"
"104","2","萬那杜(Vanuatu)","1","1"
"104","2","馬紹爾(Marshall)","1","1"
"104","2","大溪地(Tahiti)","10","10"
"104","2","密克羅尼西亞(Micronesian)","0","0"
"104","2","比利時(Belgium)","125","125"
"104","2","法國(France)","812","812"
"104","2","德國(Germany)","1305","1305"
"104","2","義大利(Italy)","218","218"
"104","2","荷蘭(Netherlands)","363","363"
"104","2","英國(U.K.)","1243","1243"
"104","2","西班牙(Spain)","157","157"
"104","2","瑞典(Sweden)","130","130"
"104","2","瑞士(Switzerland)","178","178"
"104","2","挪威(Norway)","53","53"
"104","2","丹麥(Denmark)","85","85"
"104","2","愛爾蘭(Ireland)","56","56"
"104","2","冰島(Iceland)","2","2"
"104","2","葡萄牙(Portugal)","220","220"
"104","2","芬蘭(Finland)","78","78"
"104","2","奧地利(Austria)","129","129"
"104","2","南斯拉夫(Yugoslavia)","0","0"
"104","2","希臘(Greece)","12","12"
"104","2","馬爾他(Malta)","4","4"
"104","2","盧森堡(Luxembourg)","16","16"
"104","2","摩納哥(Monaco)","2","2"
"104","2","安道爾(Andorra)","0","0"
"104","2","列支敦斯登(Liechtenstein)","2","2"
"104","2","白俄羅斯(Belarus)","2","2"
"104","2","烏克蘭(Ukraine )","10","10"
